"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Abraham Baldwin Agricultural College","2802 Moore Hwy, Tifton, Georgia 31793-2601","www.abac.edu","4-year, primarily associate's, Public","Associate's degree|Bachelor's degree","Town: Distant","Yes","3475","3475","21%","22%","Fall 2010","$8,123","-","138558","00154100"
"Agnes Scott College","141 E. College Ave., Decatur, Georgia 30030-3770","www.agnesscott.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","927","927","70%","NA","Fall 2010","$21,315","-","138600","00154200"
"Albany State University","504 College Drive, Albany, Georgia 31705","https://www.asurams.edu/","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate","City: Small","Yes","3041","2594","31%","23%","Fall 2010","$12,183","-","138716","00154400"
"Albany Technical College","1704 South Slappey Boulevard, Albany, Georgia 31701","www.albanytech.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Small","No","3251","3251","39%","NA","Fall 2013","$449","-","138682","00560100"
"Altierus Career College-Atlanta West","2841 Greenbriar Parkway, SW, Atlanta, Georgia 30331-2620","https://www.altierus.org/campus/atlanta-west","< 2-year, Private not-for-profit","One but less than two years certificate","City: Large","No","356","356","54%","NA","2013-14","$21,854","Medical/Clinical Assistant","467784","00982808"
"Altierus Career College-Norcross","1750 Beaver Ruin Rd-Ste 500, Norcross, Georgia 30093-2813","https://www.altierus.org/campus/norcross","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","300","300","61%","NA","Fall 2013","$15,821","-","443748","00982811"
"American InterContinental University-Atlanta","6600 Peachtree Dunwoody Road, 500 Embassy Row, Atlanta, Georgia 30328","www.aiuniv.edu/online-campus/campus-locations/atlanta","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","2205","1994","21%","NA","Fall 2010","$19,244","-","438586","02113613"
"Andrew College","501College St, Cuthbert, Georgia 39840-5550","www.andrewcollege.edu","2-year, Private not-for-profit","Associate's degree","Town: Distant","Yes","276","276","19%","63%","Fall 2013","$18,095","-","138761","00154500"
"Argosy University-Atlanta","980 Hammond Drive, Building 2, Suite 100, Atlanta, Georgia 30328","www.argosy.edu/locations/atlanta","4-year, Private for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","No","1416","458","0%","NA","Fall 2010","$17,257","-","367936","02179902"
"Armstrong State University","11935 Abercorn St, Savannah, Georgia 31419-1997","https://www.armstrong.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Midsize","Yes","7157","6397","33%","27%","Fall 2010","$18,854","-","138789","00154600"
"Athens Technical College","800 U.S. Hwy 29 North, Athens, Georgia 30601","www.athenstech.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","4210","4210","28%","NA","Fall 2013","$5,841","-","246813","00560000"
"Atlanta Institute of Music and Media","2875 Breckinridge Blvd., Suite 700, Duluth, Georgia 30096","aimm.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","142","142","54%","4%","Fall 2013","$33,318","Music Technology","419244","03104500"
"Atlanta Metropolitan State College","1630 Metropolitan Parkway, SW, Atlanta, Georgia 30310-4448","www.atlm.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","2783","2783","10%","16%","Fall 2010","$5,026","-","138901","01216500"
"Atlanta School of Massage","2 Dunwoody Park South, Atlanta, Georgia 30338","www.atlantaschoolofmassage.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","313","313","84%","NA","2013-14","$19,485","Massage Therapy/Therapeutic Massage","138938","02580200"
"Atlanta Technical College","1560 Metropolitan Pkwy SW, Atlanta, Georgia 30310-4446","www.atlantatech.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","No","3775","3775","39%","NA","Fall 2013","$2,618","-","138840","00854300"
"Atlanta's John Marshall Law School","1422 West Peachtree Street NW, Atlanta, Georgia 30309","www.johnmarshall.edu","4-year, Private for-profit","Doctor's degree - professional practice","City: Large","No","488","","NA","NA","Fall 2010","NA","-","138929","03173300"
"Augusta School of Massage","608 Ponder Place Dr, Evans, Georgia 30809","www.augustamassage.com","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","28","28","71%","NA","2013-14","$6,783","Massage Therapy/Therapeutic Massage","447917","04021300"
"Augusta Technical College","3200 Augusta Tech Drive, Augusta, Georgia 30906","www.augustatech.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","4370","4370","36%","NA","Fall 2013","$9,020","-","138956","00559900"
"Augusta University","1120 Fifteenth St, Augusta, Georgia 30912","www.augusta.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","7938","5133","26%","18%","Fall 2010","$13,180","-","482149","00157900"
"Aviation Institute of Maintenance-Atlanta","2025 Satellite Pointe, Duluth, Georgia 30096","www.aviationmaintenance.edu/campuses/duluth-ga/index.html","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","702","702","95%","NA","Fall 2013","$23,673","-","440059","03523300"
"Bainbridge State College","2500 E Shotwell St, Bainbridge, Georgia 39819","www.bainbridge.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Town: Distant","No","2468","2468","6%","38%","Fall 2010","$3,574","-","139010","01107400"
"Berry College","2277 Martha Berry Hwy NW, Mount Berry, Georgia 30149","www.berry.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Rural: Fringe","Yes","2174","2073","66%","NA","Fall 2010","$24,811","-","139144","00155400"
"Beulah Heights University","892 Berne St SE, Atlanta, Georgia 30316","www.beulah.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","Yes","481","351","28%","NA","Fall 2010","$13,971","-","139153","03076300"
"Brenau University","500 Washington Street SE, Gainesville, Georgia 30501-3668","www.brenau.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Small","Yes","2899","1653","45%","36%","Fall 2010","$19,650","-","139199","00155600"
"Brewton-Parker College","201 David-Eliza Fountain Circle, Mount Vernon, Georgia 30445","www.bpc.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Rural: Distant","Yes","603","603","23%","NA","Fall 2010","$17,511","-","139205","00155700"
"Brown College of Court Reporting","1100 Spring Street, Suite 101, Atlanta, Georgia 30309","www.bccr.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","No","233","233","17%","NA","Fall 2013","$30,501","-","139214","02060900"
"Brown Mackie College-Atlanta","4370 Peachtree Dunwoody Rd NE, Atlanta, Georgia 30319","www.brownmackie.edu/locations/atlanta","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","220","220","31%","NA","Fall 2013","NA","-","410283","04051331"
"Cambridge Institute of Allied Health & Technology","5673 Peachtree Dunwoody Road. #450, Atlanta, Georgia 30342-1731","www.cambridgehealth.edu/","2-year, Private for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","","","NA","NA","Fall 2013","NA","Diagnostic Medical Sonography/Sonographer and Ultrasound Technician","45486501","04083401"
"Carver Bible College","3870 Cascade Rd, Atlanta, Georgia 30331","www.carver.edu","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","Suburb: Large","Yes","52","52","53%","NA","Fall 2010","$11,304","-","139287","03635300"
"Central Georgia Technical College","80 Cohen Walker Drive, Warner Robins, Georgia 31088","www.centralgatech.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Small","No","7762","7762","29%","NA","Fall 2013","$3,294","-","483045","00576300"
"Chamberlain University-Georgia","5775 Peachtree-Dunwoody Road, NE, Suite A100, Atlanta, Georgia 30342-1501","www.chamberlain.edu","4-year, Private for-profit","Bachelor's degree","City: Midsize","No","996","996","NA","NA","Fall 2010","$25,481","-","475732","00638511"
"Chattahoochee Technical College","980 S Cobb Drive Dr SE, Marietta, Georgia 30060","www.chattahoocheetech.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","9999","9999","13%","NA","Fall 2013","$3,969","-","140331","00562000"
"Clark Atlanta University","223 James P Brawley Drive, SW, Atlanta, Georgia 30314-4391","www.cau.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","Yes","3884","3093","38%","NA","Fall 2010","$27,725","-","138947","00155900"
"Clayton  State University","2000 Clayton State Boulevard, Morrow, Georgia 30260-0285","www.clayton.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","6996","6555","32%","28%","Fall 2010","$10,330","-","139311","00897600"
"Coastal Pines Technical College","1701 Carswell Ave, Waycross, Georgia 31503","www.coastalpines.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Town: Remote","No","2775","2775","45%","NA","Fall 2013","$3,083","-","485458","00551100"
"Cobb Beauty College Inc","3096 Cherokee St, Kennesaw, Georgia 30144-2828","www.cobbbeautycollege.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","36","36","74%","7%","2013-14","$16,868","Cosmetology/Cosmetologist, General","417406","03090600"
"College of Coastal Georgia","One College Drive, Brunswick, Georgia 31520-3644","www.ccga.edu","4-year, primarily associate's, Public","Associate's degree|Bachelor's degree","City: Small","Yes","3529","3529","13%","12%","Fall 2010","$10,354","-","139250","00155800"
"Columbia College-Fort Stewart","100 Knowledge Drive, Suite 147, Ft. Stewart, Georgia 31314-5056","www.ccis.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Suburb: Small","No","","","NA","NA","Fall 2010","NA","-","17706523","00245638"
"Columbia College-Hunter Army Airfield","165 Markwell St., Bldg. 1290, Hunter Army Airfield, Georgia 31409-0029","www.ccis.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Midsize","No","","","NA","NA","Fall 2010","NA","-","17706524","00245639"
"Columbia Theological Seminary","701 S. Columbia Dr, Decatur, Georgia 30030-4118","WWW.CTSNET.EDU","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","194","","NA","NA","Fall 2010","NA","-","139348","00156000"
"Columbus State University","4225 University Ave, Columbus, Georgia 31907-5645","www.columbusstate.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Midsize","Yes","8407","6789","30%","17%","Fall 2010","$11,596","-","139366","00156100"
"Columbus Technical College","928 Manchester Expy, Columbus, Georgia 31904-6572","https://www.columbustech.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","3228","3228","26%","NA","Fall 2013","$7,601","-","139357","00562400"
"Covenant College","14049 Scenic Highway, Lookout Mountain, Georgia 30750-4164","www.covenant.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Rural: Fringe","Yes","1058","1005","67%","23%","Fall 2010","$24,803","-","139393","00348400"
"Dalton Institute of Esthetics and Cosmetology","100 West Walnut Avenue, Dalton, Georgia 30720-8402","www.daltoninstitute.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","20","20","100%","NA","2013-14","$6,832","Cosmetology/Cosmetologist, General","487959","04242300"
"Dalton State College","650 College Drive, Dalton, Georgia 30720-3797","https://www.daltonstate.edu/index.cms","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Small","Yes","5188","5188","15%","24%","Fall 2010","$6,187","-","139463","00395600"
"Darton State College","2400 Gillionville Rd, Albany, Georgia 31707-3098","www.darton.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Small","Yes","4120","4120","13%","20%","Fall 2010","$8,494","-","138691","00154300"
"DeVry University-Georgia","1 West Court Square, Ste. 100, Decatur, Georgia 30030","https://www.devry.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","1832","1246","24%","33%","Fall 2010","$28,039","-","482468","01072714"
"DMost Beauty & Body Institute","560 Thornton Road suite 116, Lithia  Springs, Georgia 30122-2954","dbbi.school","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","7","7","100%","NA","2013-14","$8,616","Cosmetology/Cosmetologist, General","488156","04247000"
"East Georgia State College","131 College Cir, Swainsboro, Georgia 30401","www.ega.edu","4-year, primarily associate's, Public","Less than one year certificate|Associate's degree|Bachelor's degree","Town: Remote","Yes","3152","3152","7%","31%","Fall 2010","$4,581","-","139621","01099700"
"East Georgia State College - Augusta","2500 Walton Way, Augusta, Georgia 30912-4562","www.ega.edu/augusta","4-year, Public","Associate's degree|Bachelor's degree","City: Midsize","No","","","NA","NA","Fall 2010","NA","-","13962102","01099702"
"East Georgia State College - Statesboro","10449 US Highway 301 South, Statesboro, Georgia 30458-3240","www.ega.edu/statesboro","4-year, Public","Associate's degree|Bachelor's degree","Rural: Fringe","No","","","NA","NA","Fall 2010","NA","-","13962101","01099701"
"Elaine Sterling Institute","4840 Roswell Road NE Bldg E Ste 201, Sandy Springs, Georgia 30342-2633","www.elainesterling.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","193","193","64%","NA","2013-14","$29,756","Aesthetician/Esthetician and Skin Care Specialist","476887","04204500"
"Emmanuel College","181 Springs St, Franklin Springs, Georgia 30639","www.ec.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Town: Distant","Yes","920","920","28%","45%","Fall 2010","$16,185","-","139630","00156300"
"Emory University","408 Administration Building, 201 Dowman Drive, Atlanta, Georgia 30322","www.emory.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","14067","6861","91%","NA","Fall 2010","$24,804","-","139658","00156400"
"Emory University-Oxford College","801 Emory Street, Oxford, Georgia 30054","www.oxford.emory.edu/","2-year, Private not-for-profit","Associate's degree","Suburb: Large","Yes","978","978","92%","NA","Fall 2013","$26,315","-","487092","00156401"
"Empire Beauty School-Augusta","3241 Washington Road, Augusta, Georgia 30907-4122","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","69","69","42%","NA","2013-14","$14,454","Cosmetology/Cosmetologist, General","481678","01054202"
"Empire Beauty School-Dunwoody","4719 Ashford-Dunwoody Rd Suite 205, Dunwoody, Georgia 30338","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","146","146","17%","NA","2013-14","$13,430","Cosmetology/Cosmetologist, General","417381","01054212"
"Empire Beauty School-Gwinnett","1455 Pleasant Hill Road, Suite 105, Lawrenceville, Georgia 30044-3045","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","112","112","44%","NA","2013-14","$14,154","Cosmetology/Cosmetologist, General","212337","01260601"
"Empire Beauty School-Kennesaw","Town Center Oaks, 2615 George Busbee Parkway, Ste 9, Kennesaw, Georgia 30144","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","169","169","30%","NA","2013-14","$14,218","Cosmetology/Cosmetologist, General","440101","01260602"
"Empire Beauty School-Morrow","1958 Mt Zion Rd, Ste 205, Morrow, Georgia 30260","www.empire.edu/","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","254","254","42%","NA","2013-14","$13,776","Cosmetology/Cosmetologist, General","458867","00757308"
"Empire Beauty School-Northlake","Briarcliff Village, 2190 Henderson Mill Road, Atlanta, Georgia 30345-3762","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","86","86","NA","NA","2013-14","$14,109","Cosmetology/Cosmetologist, General","486691","02079416"
"Empire Beauty School-Savannah","Savannah Centre, 7400 Abercorn St, Suite 901, Savannah, Georgia 31406-2455","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","116","116","34%","NA","2013-14","$14,420","Cosmetology/Cosmetologist, General","478582","02173205"
"Everest Institute-Marietta","1600 Terrell Mill Road, Suite 200, Marietta, Georgia 30067","www.everest.edu/campus/marietta","< 2-year, Private not-for-profit","One but less than two years certificate","Suburb: Large","No","20","20","62%","NA","2013-14","$22,980","Surgical Technology/Technologist","430421","00982807"
"Fayette Beauty Academy","1359 Mount Zion Road, Morrow, Georgia 30214","www.fayettebeautyacademy.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","18","18","0%","NA","2013-14","$9,866","Cosmetology/Cosmetologist, General","439631","03445500"
"Fayette Beauty Academy-Ritz Beauty Academy","386 N Glynn St, Fayetteville, Georgia 30214","www.ritzbeautyacademy.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","5","5","NA","NA","2013-14","$10,295","Cosmetology/Cosmetologist, General","485193","03445502"
"Fort Valley State University","1005 State University Dr, Fort Valley, Georgia 31030-4313","www.fvsu.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate","Town: Fringe","No","2679","2252","25%","23%","Fall 2010","$12,484","-","139719","00156600"
"Fortis College-Smyrna","2140 South Cobb Drive, Smyrna, Georgia 30080-1348","Fortis.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","652","652","48%","NA","Fall 2013","$18,982","-","372921","01031903"
"Georgia Beauty Academy","785 Shugart Road Suite 1, Dalton, Georgia 30721-3952","www.georgiabeautyacademy.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","135","135","70%","4%","2013-14","$13,103","Cosmetology/Cosmetologist, General","456092","04152300"
"Georgia Career Institute","900 Flat Shoals Road SE, Conyers, Georgia 30094","gci.edu/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","506","506","61%","NA","2013-14","$10,841","Cosmetology/Cosmetologist, General","138822","03005400"
"Georgia Christian University","6789 Peachtree Industrial Boulevard, Atlanta, Georgia 30360","www.gcuniv.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","363","262","NA","NA","Fall 2010","$20,958","-","461236","04156500"
"Georgia College & State University","231 W Hancock Street, Milledgeville, Georgia 31061","www.gcsu.edu/","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Town: Distant","Yes","6915","6047","59%","30%","Fall 2010","$19,717","-","139861","00160200"
"Georgia Gwinnett College","1000 University Center Lane, Lawrenceville, Georgia 30043","www.ggc.edu","4-year, Public","Bachelor's degree","Suburb: Large","Yes","12052","12052","17%","36%","Fall 2010","$12,384","-","447689","04142900"
"Georgia Highlands College","3175 Cedartown Highway, S.E., Rome, Georgia 30161-3897","www.highlands.edu","4-year, primarily associate's, Public","Associate's degree|Bachelor's degree","Rural: Fringe","No","6013","6013","8%","34%","Fall 2010","$5,688","-","139700","00950700"
"Georgia Institute of Cosmetology","3529 Atlanta Hwy, Athens, Georgia 30606-3152","GIC.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","302","302","75%","5%","2013-14","$14,213","Cosmetology/Cosmetologist, General","408862","03089100"
"Georgia Institute of Technology-Main Campus","225 North Ave, Atlanta, Georgia 30332-0530","www.gatech.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","26839","15489","86%","3%","Fall 2010","$13,340","-","139755","00156900"
"Georgia Military College","201 E Greene St, Milledgeville, Georgia 31061","www.gmc.edu/","4-year, primarily associate's, Public","Associate's degree|Bachelor's degree","Town: Distant","Yes","8234","8234","22%","33%","Fall 2010","$6,210","-","485111","00157100"
"Georgia Northwestern Technical College","One Maurice Culberson Drive, Rome, Georgia 30161","www.gntc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Small","No","6016","6016","25%","NA","Fall 2013","$3,202","-","139384","00402400"
"Georgia Piedmont Technical College","495 N Indian Creek Dr, Clarkston, Georgia 30021-2397","www.gptc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","4103","4103","42%","NA","Fall 2013","$6,641","-","244446","00562200"
"Georgia Southern University","Brannen Hall, Room 2015, 2670 Southern Drive, Statesboro, Georgia 30460-8126","www.georgiasouthern.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Town: Distant","Yes","20673","18005","51%","35%","Fall 2010","$16,121","-","139931","00157200"
"Georgia Southwestern State University","800 Georgia Southwestern State University Dr., Americus, Georgia 31709-4693","https://gsw.edu/","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Town: Distant","Yes","2954","2558","32%","33%","Fall 2010","$12,453","-","139764","00157300"
"Georgia State University","33 gilmer st, Atlanta, Georgia 30303-3083","www.gsu.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","32237","25228","53%","19%","Fall 2010","$14,573","-","139940","00157400"
"Georgia State University-Perimeter College","33 Gilmer St., Atlanta, Georgia 30303-3083","www.gsu.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","18727","18727","11%","27%","Fall 2013","$6,242","-","244437","00157406"
"Gordon State College","419 College Dr, Barnesville, Georgia 30204","www.gordonstate.edu","4-year, primarily associate's, Public","Associate's degree|Bachelor's degree","Town: Distant","Yes","3901","3901","9%","30%","Fall 2010","$12,927","-","139968","00157500"
"Grady Health System Professional Schools","80 Jesse Hill Jr Drive, SE, Atlanta, Georgia 30303-3050","www.gradyhealthsystem.org","2-year, Public","One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","70","70","NA","NA","Fall 2013","NA","-","139746","00411700"
"Gupton Jones College of Funeral Service","5141 Snapfinger Woods Dr, Decatur, Georgia 30035-4022","WWW.GUPTON-JONES.EDU","2-year, Private not-for-profit","Associate's degree","Suburb: Large","No","236","236","63%","NA","Fall 2013","$17,787","-","139995","01077100"
"Gwinnett College-Lilburn","4230 Hwy 29 Ste 11, Lilburn, Georgia 30047-3447","www.gwinnettcollege.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","286","286","51%","45%","Fall 2013","$22,309","-","140003","02583000"
"Gwinnett College-Marietta Campus","1130 Northchase Pkwy, Ste 100, Marietta, Georgia 30068","www.gwinnettcollege.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","74","74","57%","NA","Fall 2013","$16,750","Medical/Clinical Assistant","444714","03804400"
"Gwinnett College-Sandy Springs","6690 Roswell Road NE  Ste. 2200, Sandy Springs, Georgia 30328","www.gwinnettcollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","115","115","75%","10%","Fall 2013","$15,266","Massage Therapy/Therapeutic Massage","425250","03418300"
"Gwinnett Technical College","5150 Sugarloaf Parkway, Lawrenceville, Georgia 30043-5702","www.GwinnettTech.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","7479","7479","28%","NA","Fall 2013","$6,812","-","140012","02288400"
"Helms College","5171 Eisenhower Parkway, Macon, Georgia 31206-5309","www.helms.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","City: Midsize","No","191","191","67%","NA","Fall 2013","$16,564","-","481155","04206400"
"Herzing University-Atlanta","3393 Peachtree Road, Suite 1003, Atlanta, Georgia 30326","www.herzing.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","733","604","21%","NA","Fall 2010","$23,543","-","140340","00962106"
